10,13,16,17,24,39,43
9,18,26,28,33,40,10
12,18,20,27,35,37,39
2,17,20,25,39,42,30
4,7,9,16,18,34,26
1,3,16,22,41,43,13
17,21,23,30,31,34,5
18,24,29,32,35,39,23
8,27,30,35,40,41,9
1,6,21,22,37,40,19
10,14,23,26,33,36,24
1,11,17,32,35,39,20
4,7,18,26,29,43,8
4,7,9,11,20,36,32
1,4,13,18,22,31,30
9,21,29,33,35,41,27
8,19,23,27,29,39,28
8,10,18,22,31,36,4
27,28,29,34,35,39,33
23,25,26,29,33,37,40
8,27,30,31,38,42,13
4,14,15,22,29,31,20
7,9,19,26,30,32,3
12,17,18,19,30,35,13
9,11,21,31,35,38,13
8,26,36,40,42,43,21
6,13,17,29,32,36,35
5,8,17,26,36,39,34
8,16,21,24,27,36,20
4,9,18,31,36,42,34
1,4,6,16,18,43,41
1,5,7,26,39,43,32
6,18,26,40,41,42,9
11,17,24,26,27,30,19
6,21,23,24,28,39,38
1,8,9,14,34,38,4
1,3,11,13,27,37,30
5,10,15,20,33,37,30
4,9,18,30,31,40,24
11,15,26,31,36,39,12
8,14,27,33,36,40,20
1,10,13,22,29,32,38
5,34,35,38,42,43,8
11,12,30,36,38,39,37
3,6,18,24,28,36,21
16,28,32,34,39,42,38
8,16,30,32,34,39,13
11,32,35,36,39,41,6
1,3,17,23,33,35,18
3,8,9,13,22,42,11
