14,15,27,34,35,42,37
3,18,23,24,29,33,28
8,10,13,20,24,33,23
3,10,14,18,26,43,33
6,13,19,20,30,31,8
1,2,4,16,36,37,40
11,18,19,30,37,39,38
12,20,23,28,31,32,39
6,13,17,27,28,36,33
2,12,16,20,42,43,28
2,4,6,24,35,39,34
2,6,7,9,16,19,33
2,14,15,26,35,37,25
1,2,4,5,9,25,15
9,28,33,34,37,43,41
12,15,22,24,29,37,6
3,20,23,30,31,37,6
3,12,16,25,32,36,34
5,8,16,25,26,30,1
14,19,21,28,29,31,24
2,6,8,10,25,34,31
5,6,7,8,28,38,36
1,2,3,30,35,36,21
3,13,17,25,40,41,4
2,3,12,20,34,43,4
6,8,9,29,32,37,4
5,12,13,33,39,42,20
8,16,18,35,42,43,13
17,25,29,33,37,42,7
1,8,18,26,34,42,21
1,5,19,20,35,41,33
8,20,23,24,42,43,16
3,9,11,24,26,34,25
3,12,19,33,35,36,37
2,11,12,28,35,37,27
4,12,21,22,27,38,31
2,5,11,21,23,43,15
3,9,16,17,20,31,42
11,14,20,28,32,41,27
9,23,29,30,31,39,18
10,18,33,34,39,41,21
2,23,26,35,41,42,38
6,10,21,22,23,35,5
5,13,16,18,24,32,30
10,20,23,26,37,40,9
3,8,17,26,27,36,13
15,23,29,36,42,43,34
9,23,32,35,39,42,37
19,20,21,23,27,32,24
15,20,21,32,40,42,27
