6,10,13,25,31,38,15
1,17,25,28,32,42,26
1,8,16,35,40,42,20
5,7,9,21,42,43,35
1,2,14,15,21,34,19
10,12,19,28,35,41,39
19,20,22,30,35,43,29
9,13,28,29,32,40,41
6,11,12,34,36,41,43
8,13,17,18,21,38,23
11,16,22,24,38,40,6
1,11,12,24,32,38,39
13,14,18,19,25,42,5
11,16,22,29,37,43,14
5,9,17,21,27,29,30
25,32,34,37,41,42,28
14,25,27,30,39,41,8
6,15,16,22,36,41,20
5,8,20,21,27,43,9
1,6,11,13,30,33,4
17,21,22,40,41,42,13
5,17,21,22,32,35,41
2,15,17,25,34,38,27
2,3,15,24,30,43,39
3,7,20,21,28,32,24
4,17,19,21,39,41,36
2,5,9,11,27,32,33
1,14,17,34,35,37,16
3,19,26,28,33,40,1
2,5,10,34,37,40,7
2,6,7,10,30,33,14
2,9,14,16,17,21,34
15,22,27,37,38,41,5
1,9,18,22,24,43,39
1,9,14,30,35,38,32
2,5,9,30,37,40,28
6,13,14,32,33,37,20
8,14,19,33,35,40,38
13,29,33,37,41,42,43
1,20,25,28,33,37,31
12,26,28,32,33,35,41
11,12,16,17,20,36,18
17,21,26,33,36,38,34
3,11,25,26,39,42,34
8,14,15,26,37,43,12
1,18,19,24,31,40,16
4,11,14,17,22,39,21
18,24,26,35,39,42,32
4,5,27,28,35,41,33
8,11,22,32,37,42,41
