3,17,21,23,36,38,7
9,12,27,28,29,41,7
1,18,25,27,28,39,11
12,21,22,27,29,31,35
19,21,27,33,34,43,41
5,11,21,27,37,39,26
5,14,19,21,28,31,17
1,7,14,15,24,42,13
3,4,12,18,27,28,40
12,15,26,35,41,43,25
4,22,23,27,38,43,9
14,20,23,25,33,39,34
1,6,12,14,15,19,18
6,7,14,15,19,41,31
2,3,23,25,33,35,34
2,1,1,1,2,3,10
6,10,13,14,28,37,39
14,31,34,35,40,42,25
1,13,25,29,30,33,35
2,4,12,14,26,43,40
1,8,15,21,23,30,33
3,6,16,23,25,43,37
7,8,26,27,41,43,16
7,11,14,18,35,40,43
1,11,17,28,33,38,20
8,14,18,19,26,27,23
5,7,12,23,39,41,9
2,5,12,21,28,32,41
6,19,21,24,31,41,7
1,10,19,30,33,36,35
5,12,16,24,26,33,8
23,28,33,35,37,42,4
6,16,24,31,41,43,7
1,2,19,22,26,37,43
6,14,23,24,27,32,11
4,10,12,14,23,36,2
10,18,22,24,26,37,12
2,11,14,23,26,33,28
3,10,13,17,18,28,24
15,23,29,35,36,41,42
3,4,5,28,34,43,20
10,14,23,35,38,41,17
15,17,18,19,22,31,30
11,14,16,32,41,42,33
16,21,24,28,32,36,35
1,14,30,34,40,43,27
6,10,11,30,32,39,27
12,13,16,28,29,35,5
5,14,27,29,32,33,16
12,15,19,32,36,42,37
