1,15,19,22,26,28,33
9,12,15,19,26,39,28
2,4,6,37,39,42,41
10,20,21,24,39,43,17
12,25,26,32,35,42,2
11,19,20,26,32,33,22
6,16,17,20,22,43,34
5,14,20,30,38,41,8
11,12,24,32,38,40,7
5,6,12,16,23,36,9
3,8,24,25,26,28,43
2,16,27,35,40,42,25
3,13,22,26,30,39,1
2,19,23,30,33,36,40
3,6,9,15,21,42,7
8,14,25,39,42,43,37
14,16,17,34,36,41,25
5,8,13,20,28,42,35
14,22,24,36,39,42,32
9,15,21,23,32,42,14
3,10,11,31,33,36,21
1,5,7,11,29,39,40
12,22,28,30,36,43,34
5,18,33,38,41,43,6
19,22,25,30,33,34,36
7,8,28,34,37,41,13
1,8,14,28,40,43,6
6,18,19,25,28,40,3
10,28,35,37,39,43,16
1,2,6,9,17,38,34
1,14,16,24,32,36,2
5,10,14,31,35,38,16
2,7,12,21,29,33,16
7,11,16,20,30,40,28
8,17,24,34,36,42,33
1,3,11,26,38,39,34
1,4,6,35,38,40,27
8,14,28,29,33,40,32
2,19,27,28,30,38,22
15,18,22,36,37,39,26
4,7,15,17,23,25,8
12,22,28,34,37,42,33
23,24,32,37,41,42,29
10,15,17,18,20,41,35
13,15,27,30,31,39,8
4,10,11,23,36,37,34
4,7,17,18,26,36,35
2,6,14,28,34,37,3
5,8,15,20,25,27,6
3,10,18,22,23,40,27
