6,7,9,16,30,41,22
4,7,25,30,34,43,38
7,10,24,33,35,42,43
6,25,30,38,40,42,17
4,6,19,36,38,40,28
7,11,23,36,38,41,37
6,25,27,28,30,43,14
6,9,10,15,34,39,3
24,32,34,36,41,43,23
9,24,25,27,34,36,14
12,23,26,29,36,37,15
13,24,25,26,32,39,6
5,12,21,31,36,43,27
3,10,20,21,27,33,39
3,8,23,30,32,40,31
6,16,26,35,36,39,14
6,10,13,19,32,43,22
2,3,7,14,19,41,34
9,10,19,21,28,30,43
4,6,12,16,17,34,28
10,24,31,40,41,43,33
2,3,13,28,32,37,7
5,6,10,24,29,40,26
1,7,8,17,25,42,11
8,18,23,26,33,38,34
2,3,9,12,30,41,21
2,3,13,22,23,30,27
7,9,23,32,37,40,41
11,15,18,22,37,42,31
2,19,24,32,36,43,30
2,14,30,31,38,39,26
5,15,18,22,33,40,6
2,9,15,22,26,35,5
1,2,7,14,29,43,40
10,16,19,34,35,39,4
4,5,11,19,31,34,43
3,6,21,28,29,34,15
2,6,23,25,30,31,35
1,10,15,33,34,42,39
6,15,18,20,26,29,9
9,12,15,16,26,39,34
1,4,9,16,23,31,42
2,8,10,12,19,23,16
8,16,20,28,37,43,29
1,15,26,27,29,33,18
5,10,22,27,38,42,36
8,10,11,18,36,43,7
1,2,14,19,21,33,43
2,16,19,32,34,42,33
7,8,9,10,20,38,16
