9,12,15,16,18,35,2
8,14,22,25,27,41,11
13,22,26,34,38,43,42
3,21,23,24,27,32,36
5,13,20,24,25,27,42
7,8,16,31,32,33,12
3,8,17,25,28,43,42
11,14,16,21,24,39,36
3,19,34,36,40,43,28
6,12,16,24,25,37,17
23,26,27,29,30,43,6
9,11,19,22,27,38,2
3,20,36,38,39,41,22
2,3,9,19,40,42,6
9,14,20,23,27,32,22
1,14,31,32,39,42,34
1,4,24,30,39,40,5
3,22,25,28,32,39,21
8,14,15,22,25,40,19
2,25,27,28,35,42,6
3,30,32,33,34,39,28
3,15,19,30,34,37,12
9,17,24,25,33,40,43
2,4,5,20,37,43,32
10,17,20,21,36,43,34
1,8,11,17,22,26,31
13,16,17,19,20,38,18
7,10,18,21,28,36,40
5,13,22,31,37,39,4
4,9,17,20,23,42,19
2,4,7,22,32,35,1
11,20,21,30,36,43,17
1,15,21,24,37,41,7
14,20,24,25,31,32,29
9,15,17,19,27,33,40
2,8,17,27,30,31,13
1,3,12,13,21,32,41
3,7,24,25,27,39,20
6,9,20,34,37,41,25
7,13,15,21,23,34,12
14,22,27,29,33,37,24
4,10,11,12,18,25,36
21,29,30,32,38,42,16
3,7,16,26,34,39,23
1,19,21,30,31,43,18
6,13,17,18,27,43,21
5,9,13,31,32,35,26
26,27,30,31,34,40,20
3,6,15,23,24,31,11
3,8,14,28,31,43,35
