13,16,21,25,31,38,43
3,5,13,18,22,37,14
2,4,11,15,20,38,18
16,27,33,35,39,41,42
10,16,20,25,29,39,2
8,10,24,26,27,28,32
4,10,14,19,35,38,17
11,19,20,25,38,40,33
14,2,2,2,3,4,31
3,4,6,15,32,40,34
8,10,11,12,20,40,42
6,8,9,20,24,27,40
6,8,10,21,39,42,36
6,7,24,34,42,43,14
4,14,17,22,26,41,6
6,10,12,32,37,39,33
2,6,11,27,29,37,14
1,8,19,25,32,38,39
1,2,4,16,17,38,8
17,19,21,22,36,37,25
15,21,31,32,33,34,27
7,11,16,19,20,23,30
4,7,10,11,12,32,9
2,4,9,13,16,33,15
1,2,21,22,37,38,17
2,8,14,23,28,42,25
15,16,23,29,37,39,42
5,11,17,24,35,41,3
10,13,27,34,36,39,7
6,7,12,26,39,43,4
5,6,15,23,40,43,39
19,21,23,24,27,43,10
9,14,22,24,25,32,13
1,9,23,29,37,41,22
1,9,18,20,24,29,15
10,11,17,31,35,39,23
4,5,13,21,33,34,15
2,8,13,27,31,32,16
12,17,29,32,38,40,28
9,13,19,27,34,38,8
1,10,22,24,34,37,20
1,7,14,25,37,43,4
10,13,14,19,26,43,12
15,22,25,29,34,42,2
13,19,24,28,33,38,29
1,7,11,14,22,34,2
1,4,13,18,23,39,35
1,3,5,25,39,41,34
4,6,8,10,19,28,25
8,12,22,23,25,35,43
