2,12,19,25,29,36,26
2,6,13,22,32,33,12
15,16,19,22,36,43,13
12,13,22,23,25,29,40
6,7,12,17,34,42,8
15,17,18,28,30,37,40
7,15,29,30,39,40,11
3,15,16,17,25,31,40
1,12,15,23,34,42,27
11,15,21,31,37,41,30
6,17,18,21,35,41,32
5,7,11,19,21,25,27
1,5,13,22,39,41,4
2,5,6,8,20,27,43
2,3,16,22,23,28,40
11,15,18,24,30,39,7
3,5,8,22,35,38,41
3,6,8,14,24,36,15
1,10,13,15,21,23,36
17,19,21,29,33,38,30
9,10,19,25,40,41,8
7,12,13,20,23,26,41
4,18,20,21,29,40,37
4,5,14,27,31,39,6
4,13,15,31,33,40,8
6,11,27,30,33,36,34
7,9,18,20,30,38,23
9,13,14,17,22,38,33
7,11,12,23,30,43,27
6,12,26,37,38,39,25
3,9,10,11,19,35,30
1,9,17,31,41,43,23
6,9,16,22,27,37,36
20,26,30,33,35,38,4
1,3,9,14,16,29,37
10,11,14,28,31,41,3
1,5,18,34,35,39,7
3,4,11,25,28,33,35
7,9,12,17,34,38,3
11,13,15,17,22,43,8
10,15,20,28,41,43,19
7,14,27,31,34,39,40
6,8,15,17,36,43,38
2,5,13,14,17,20,21
9,12,18,20,37,43,5
4,19,27,30,31,37,10
6,8,9,20,38,40,2
12,25,29,31,35,40,26
2,4,5,17,35,41,18
4,7,29,33,36,39,9
