3,13,16,24,26,43,15
6,8,24,25,34,38,10
1,9,15,16,22,26,29
4,6,22,31,34,41,43
1,11,24,26,36,37,39
1,5,8,12,17,29,28
2,10,11,12,19,38,6
12,31,32,34,39,42,30
3,5,19,20,23,27,40
2,3,6,14,26,42,25
1,21,28,30,37,43,31
7,10,15,20,37,40,28
3,6,7,22,27,31,4
7,11,12,19,33,42,36
6,19,20,28,36,37,11
12,13,15,18,30,41,21
10,13,17,38,41,43,28
7,10,18,21,33,35,13
3,9,12,16,18,37,14
2,11,13,15,16,32,43
14,15,23,24,32,34,31
7,19,28,33,35,39,21
7,14,15,19,35,43,30
4,24,25,26,27,34,28
7,9,14,17,36,37,11
20,21,25,27,34,38,16
2,3,8,20,21,24,13
11,13,19,26,36,43,31
8,13,15,21,33,34,5
17,22,25,26,27,43,16
4,13,15,22,39,41,30
2,6,15,28,29,43,14
7,12,17,18,24,28,43
17,19,20,22,33,41,35
6,31,34,35,37,40,7
2,9,11,15,23,25,27
12,16,19,27,30,32,38
5,12,14,18,20,31,2
6,12,22,25,31,35,28
5,16,17,22,39,43,21
8,20,23,24,29,38,43
10,15,18,30,31,37,11
7,18,27,37,38,43,35
14,27,28,31,37,40,18
15,21,26,28,42,43,39
9,12,21,26,33,40,5
15,16,23,30,39,43,11
2,31,36,37,39,43,13
1,14,17,28,31,37,21
4,9,19,22,23,33,38
