5,23,25,26,29,31,19
6,8,10,33,35,43,22
4,15,20,24,26,30,29
8,12,30,36,41,42,4
14,19,22,23,28,43,25
3,6,19,31,35,40,12
5,17,20,28,39,42,1
22,24,27,30,32,40,23
1,4,15,16,23,30,17
9,22,31,32,34,43,24
1,2,12,16,19,40,18
3,4,8,12,24,37,10
11,17,19,24,33,41,9
4,7,11,33,34,37,24
18,20,21,24,40,42,25
4,8,17,20,29,41,3
6,13,20,25,36,42,28
1,3,8,14,35,39,18
19,24,25,36,37,43,10
1,8,13,19,23,28,39
9,10,13,21,34,36,40
3,10,31,32,38,39,15
5,7,11,16,33,38,25
7,8,9,25,29,31,28
2,4,6,21,27,37,10
2,9,18,23,29,32,34
2,5,21,22,23,38,36
16,17,20,22,29,40,31
5,12,27,36,39,40,37
2,4,5,13,18,21,40
15,16,17,29,31,32,12
5,6,10,13,24,33,40
2,19,22,25,32,36,39
2,6,21,30,31,36,41
6,15,18,26,27,31,38
8,10,20,25,38,43,39
3,13,18,20,24,31,37
3,9,19,20,23,30,14
8,24,28,30,38,41,32
1,3,13,29,38,39,8
3,5,11,20,25,32,30
15,17,18,22,30,39,28
1,2,7,8,10,42,28
12,18,20,23,33,40,1
1,4,17,22,35,42,7
6,7,19,31,39,41,14
3,24,28,36,37,39,27
1,14,20,26,27,34,33
9,10,11,20,28,40,17
2,8,10,12,31,42,21
