6,14,16,19,26,39,21
1,5,25,27,29,40,19
7,17,19,27,35,40,41
2,16,18,27,42,43,12
11,20,26,28,30,43,24
3,7,15,25,30,39,22
10,12,27,32,34,43,42
1,18,27,30,36,40,5
11,13,27,31,37,43,30
18,22,23,32,35,40,7
8,10,13,30,32,42,12
2,4,6,16,31,33,5
10,13,16,25,30,42,28
10,21,22,25,27,37,36
6,24,27,30,32,38,13
1,4,19,28,34,40,14
18,19,20,24,32,43,41
9,17,26,30,34,40,33
10,12,20,35,40,43,28
1,11,17,23,38,43,18
2,13,14,22,23,32,34
10,17,28,30,36,42,5
6,16,17,22,34,37,26
12,15,19,25,28,41,18
5,9,10,27,33,42,2
7,17,22,30,36,40,2
12,14,16,18,38,41,17
11,14,23,30,31,38,42
5,7,14,17,20,27,3
2,5,17,18,35,38,34
2,9,11,24,25,34,20
4,30,31,36,37,38,19
2,8,15,24,33,35,30
13,19,25,29,32,35,42
14,26,30,33,34,39,19
16,25,27,29,34,41,6
2,6,8,19,22,34,30
5,15,29,34,39,42,6
6,8,12,30,33,43,36
5,9,13,28,34,40,10
7,9,20,27,31,34,33
1,8,12,20,23,37,10
8,26,30,36,41,42,20
8,16,19,23,26,31,6
4,6,20,21,29,33,31
2,6,11,29,32,41,3
6,12,14,17,36,40,34
1,25,36,41,42,43,39
3,9,15,16,22,35,12
6,20,28,31,34,38,10
