6,22,25,26,30,39,32
8,13,15,18,24,41,27
3,8,18,21,23,42,17
9,15,20,22,28,43,37
1,4,13,25,38,43,11
8,15,24,26,35,42,7
2,3,8,12,20,21,16
4,6,16,17,18,26,40
18,24,36,37,39,41,1
2,5,12,23,26,41,36
10,12,14,24,34,39,16
7,18,31,32,39,40,35
2,6,18,26,32,37,5
2,6,22,25,31,42,1
6,16,24,32,36,43,28
4,7,18,19,24,35,17
5,8,18,28,34,35,10
4,15,21,31,35,42,13
2,11,29,31,33,38,14
7,10,13,19,31,38,12
6,15,16,28,36,40,20
7,16,18,20,27,36,41
7,8,16,35,39,42,9
4,8,12,22,25,30,43
5,17,26,37,39,42,20
6,13,14,22,26,28,10
2,4,7,19,34,42,30
7,13,15,18,29,38,30
6,16,21,30,34,43,36
3,7,13,18,19,41,38
2,5,7,10,36,40,12
3,4,14,21,22,25,26
7,9,11,14,15,18,5
8,10,13,15,20,40,23
8,11,12,15,41,43,22
2,12,21,23,24,26,36
7,12,16,28,31,34,11
6,11,19,28,35,40,14
1,16,20,24,33,34,8
3,11,18,20,33,39,22
3,14,21,24,26,29,32
8,13,14,21,33,41,18
2,6,21,31,35,37,15
4,14,22,23,26,42,2
3,10,12,32,33,43,31
9,12,14,24,28,33,37
2,7,15,22,36,43,27
22,26,27,28,36,43,1
14,22,29,33,36,40,38
12,31,34,40,41,43,6
