2,6,10,20,24,43,34
17,19,29,31,37,39,35
10,22,26,27,28,41,39
3,15,19,34,37,40,41
1,10,12,22,34,43,23
2,18,19,24,29,31,33
1,3,11,17,20,37,29
4,16,19,22,26,29,6
2,17,19,24,28,29,7
3,6,10,15,29,30,4
5,7,8,18,22,26,24
4,18,19,28,33,36,9
18,29,32,34,35,39,36
8,13,14,18,29,31,23
11,15,16,24,28,38,3
6,10,15,18,32,40,35
3,14,16,25,26,38,7
4,8,15,24,25,31,26
4,9,10,13,24,27,22
4,8,14,16,39,40,23
1,3,8,32,37,43,24
1,6,7,9,23,40,43
1,5,6,27,33,38,11
4,6,8,22,27,32,26
6,7,9,20,21,27,2
6,22,38,40,41,42,35
4,13,14,25,27,32,1
7,12,15,21,40,42,32
1,20,30,32,35,37,33
2,4,5,6,24,34,39
3,9,21,31,41,42,18
8,26,28,32,41,43,14
3,10,20,23,29,43,22
4,12,17,18,23,41,28
9,10,18,27,28,35,37
18,24,29,33,39,42,34
5,7,9,17,24,35,36
4,10,11,17,34,37,38
4,6,11,13,23,32,1
7,19,24,29,39,43,11
8,11,23,31,34,37,1
4,16,18,32,38,42,36
11,18,24,27,37,38,15
8,15,17,24,26,38,27
18,24,32,34,37,41,22
5,9,13,16,17,34,37
6,22,28,30,35,37,8
1,6,7,9,31,37,43
10,11,27,28,29,37,13
19,21,22,28,29,30,4
