20,22,24,32,36,39,29
1,20,23,37,38,40,4
20,24,27,28,38,41,4
7,10,16,18,19,37,20
14,15,16,18,20,33,3
2,8,29,31,34,37,9
8,15,21,32,40,41,7
2,13,20,22,25,38,35
1,11,13,29,37,39,8
4,5,9,20,33,37,35
5,11,15,24,34,39,37
2,5,8,9,14,25,18
19,20,21,24,25,26,35
2,14,26,28,29,42,13
5,10,12,25,28,31,36
5,7,14,24,25,35,32
13,14,16,21,29,42,20
15,20,27,29,33,43,18
11,14,27,31,34,42,13
25,26,27,28,35,38,19
1,14,23,24,27,40,10
6,11,32,34,35,39,18
16,27,28,36,39,42,2
4,9,32,37,38,39,31
5,6,7,20,31,41,22
13,21,30,31,37,40,14
3,24,26,27,39,41,4
10,15,22,23,38,42,12
2,10,16,18,27,42,22
10,15,21,22,33,35,1
6,7,23,25,38,42,21
20,33,35,36,37,38,29
5,13,14,26,37,38,28
10,19,22,27,29,39,21
5,12,19,22,32,39,14
2,14,17,19,38,43,6
6,10,21,24,27,39,11
14,21,22,32,33,41,9
11,13,18,20,28,38,31
8,9,15,26,37,40,18
8,11,15,29,36,43,18
2,12,13,14,22,35,4
3,4,8,10,14,37,32
2,5,12,14,30,42,3
8,12,16,23,33,34,6
6,9,10,29,31,35,28
8,19,20,23,24,35,5
2,14,16,27,28,30,21
7,8,11,13,23,40,25
4,6,13,16,18,39,34
