5,8,14,20,26,27,7
3,17,22,23,27,40,35
2,9,22,26,31,35,7
4,11,14,18,25,37,42
10,13,15,25,37,42,30
10,24,32,34,38,40,43
1,3,6,17,28,42,24
3,14,29,32,33,42,40
1,12,15,17,21,36,24
14,16,32,35,38,41,6
4,17,21,28,35,42,29
5,10,16,34,36,39,43
4,14,18,26,35,36,2
19,21,24,28,32,40,12
5,7,8,12,23,25,26
1,3,10,21,29,43,39
2,14,21,26,37,38,18
5,18,19,26,31,43,10
5,7,23,24,37,38,40
1,11,14,21,23,39,26
3,10,11,13,20,27,25
6,10,17,18,19,24,7
4,22,26,27,32,43,20
2,8,21,27,33,37,42
4,5,11,13,22,25,43
11,12,18,25,35,39,9
3,14,17,32,35,43,10
5,14,16,22,25,40,43
24,27,34,35,36,43,25
1,8,11,16,25,32,19
4,6,12,18,28,41,35
5,15,23,26,30,36,6
10,16,25,29,38,42,23
2,7,25,26,38,42,19
22,28,33,36,37,41,14
7,10,13,23,34,39,11
3,4,6,18,32,37,7
2,4,9,36,37,39,43
2,10,21,28,41,43,12
1,4,6,14,28,31,21
7,9,14,30,42,43,24
14,19,31,35,40,43,38
10,12,26,28,29,37,34
4,5,9,20,21,32,40
5,12,24,25,37,38,39
5,6,21,27,32,38,34
8,10,14,15,27,30,12
13,17,21,25,29,37,23
3,10,15,18,27,40,38
8,12,21,22,31,35,2
