3,8,17,25,28,32,27
4,8,12,16,31,33,17
4,7,8,12,25,26,41
7,9,18,26,27,38,14
5,6,7,18,22,27,41
6,20,22,29,30,35,39
5,8,17,19,25,27,21
1,6,12,35,37,38,30
12,23,30,31,38,42,6
4,10,20,30,31,32,26
23,26,28,33,38,42,8
3,22,25,30,33,37,35
2,3,11,17,24,34,28
1,2,13,14,35,38,32
9,11,16,21,25,36,10
14,18,20,28,34,38,17
10,14,17,19,29,42,2
1,6,31,32,36,39,42
3,15,17,19,26,36,39
10,12,15,17,30,31,6
5,6,17,23,32,33,39
10,11,22,23,33,34,27
6,10,22,30,31,35,18
2,9,16,36,38,42,6
2,3,10,22,28,40,43
8,19,25,31,34,37,30
6,18,19,30,36,41,27
10,22,27,30,36,39,4
3,6,11,13,15,16,23
4,10,11,12,20,36,28
1,2,7,21,29,30,23
22,23,28,37,40,43,30
14,29,31,36,38,40,33
5,7,23,31,39,42,19
8,13,14,18,35,41,33
7,16,18,33,36,41,4
12,21,22,27,39,40,25
3,8,18,25,26,39,38
3,32,35,36,39,40,5
17,23,30,31,39,43,42
4,7,25,27,34,43,35
3,7,19,27,39,41,10
3,4,18,31,40,43,22
4,11,12,21,36,38,37
5,10,12,22,26,41,19
4,5,11,16,30,33,14
9,10,17,22,28,30,19
4,5,6,17,20,42,10
3,14,24,25,33,36,41
4,7,11,19,25,28,2
