11,15,22,23,26,30,37
10,16,22,25,31,39,27
2,9,17,38,39,42,20
3,23,24,28,29,42,41
14,19,27,28,37,42,24
1,4,6,22,24,38,34
2,11,22,32,36,42,20
9,18,23,24,26,30,21
1,16,18,28,36,38,42
5,18,23,32,35,39,10
5,11,17,18,19,25,34
4,6,10,24,32,37,35
4,23,29,31,32,35,17
2,21,23,29,30,43,26
10,12,19,20,21,22,13
10,22,31,34,36,43,30
1,11,26,30,32,40,8
6,10,15,20,23,26,17
3,9,19,22,23,40,10
2,4,18,23,31,38,1
2,3,4,12,22,29,11
2,7,17,18,21,40,29
1,5,6,12,30,31,24
2,3,29,30,32,43,26
3,11,13,27,29,36,15
6,13,22,28,42,43,29
10,15,17,27,42,43,33
3,11,19,30,38,42,31
9,12,16,18,27,38,10
15,20,23,35,38,42,13
14,19,22,23,31,37,21
15,19,21,22,29,40,42
15,19,32,35,36,38,31
14,23,24,28,37,38,20
3,11,19,26,29,38,31
4,11,17,30,36,43,5
3,14,15,24,25,36,33
5,6,10,22,34,41,19
5,7,31,33,36,39,21
4,12,16,27,28,41,42
3,18,21,25,29,37,35
4,6,8,22,27,38,34
1,5,10,32,38,40,18
18,22,29,31,39,43,9
7,11,17,21,37,39,36
1,3,14,26,27,42,25
3,5,8,11,33,43,23
1,3,12,19,26,29,28
8,15,17,30,32,36,43
1,15,21,22,26,29,37
